ID,Name,MJD,W1mag,W1mag err,W1flux,W1flux err,W2,W2 sig,W2flux,W2flux err
60,7.601-0.139,57639.4 ,6.950 ,0.021 ,512.703 ,10.530 ,2.360 ,0.020 ,19545.727 ,384.900 
60,7.601-0.139,57833.3 ,6.847 ,0.020 ,564.088 ,11.348 ,2.167 ,0.017 ,23343.543 ,391.348 
60,7.601-0.139,58002.4 ,7.038 ,0.025 ,473.033 ,11.668 ,2.377 ,0.023 ,19242.299 ,434.555 
60,7.601-0.139,58199.0 ,6.865 ,0.022 ,554.402 ,11.950 ,2.146 ,0.016 ,23805.603 ,383.535 
60,7.601-0.139,58362.9 ,6.706 ,0.022 ,642.088 ,14.126 ,2.063 ,0.014 ,25685.097 ,354.921 
60,7.601-0.139,58563.1 ,6.759 ,0.023 ,611.634 ,14.322 ,2.091 ,0.019 ,25043.227 ,479.995 
60,7.601-0.139,58727.8 ,6.684 ,0.021 ,655.252 ,13.760 ,1.822 ,0.013 ,32065.668 ,400.821 
60,7.601-0.139,58930.2 ,6.547 ,0.021 ,743.519 ,15.924 ,1.876 ,0.013 ,30518.063 ,404.364 
60,7.601-0.139,59094.1 ,6.777 ,0.020 ,601.172 ,11.903 ,2.142 ,0.019 ,23890.778 ,456.314 
60,7.601-0.139,59294.5 ,6.843 ,0.032 ,566.019 ,18.318 ,2.519 ,0.058 ,16887.763 ,977.955 
60,7.601-0.139,59458.3 ,6.839 ,0.023 ,567.823 ,13.163 ,2.315 ,0.018 ,20369.966 ,364.808 
66,8.832-0.028,56739.1 ,12.377 ,0.319 ,3.461 ,1.103 ,8.708 ,0.020 ,56.444 ,1.145 
66,8.832-0.028,56921.6 ,12.367 ,0.345 ,3.492 ,1.204 ,8.552 ,0.016 ,65.167 ,1.069 
66,8.832-0.028,57103.7 ,11.712 ,0.185 ,6.385 ,1.180 ,8.576 ,0.019 ,63.751 ,1.195 
66,8.832-0.028,57468.2 ,12.586 ,0.349 ,2.855 ,0.996 ,8.640 ,0.019 ,60.144 ,1.128 
66,8.832-0.028,57640.3 ,12.367 ,0.320 ,3.492 ,1.116 ,8.631 ,0.017 ,60.616 ,1.056 
66,8.832-0.028,57833.8 ,12.543 ,0.369 ,2.970 ,1.096 ,8.499 ,0.021 ,68.467 ,1.430 
66,8.832-0.028,58002.9 ,12.196 ,0.321 ,4.090 ,1.313 ,8.264 ,0.017 ,84.963 ,1.427 
66,8.832-0.028,58199.2 ,12.787 ,0.455 ,2.372 ,1.078 ,8.534 ,0.020 ,66.281 ,1.292 
66,8.832-0.028,58565.0 ,12.149 ,0.291 ,4.269 ,1.241 ,8.713 ,0.020 ,56.207 ,1.135 
66,8.832-0.028,58727.5 ,12.002 ,0.232 ,4.890 ,1.136 ,8.698 ,0.015 ,57.006 ,0.874 
66,8.832-0.028,58930.6 ,12.279 ,0.291 ,3.789 ,1.103 ,8.653 ,0.019 ,59.382 ,1.108 
66,8.832-0.028,59094.4 ,12.367 ,0.339 ,3.494 ,1.186 ,8.488 ,0.016 ,69.150 ,1.106 
66,8.832-0.028,59295.2 ,12.282 ,0.308 ,3.777 ,1.161 ,8.737 ,0.022 ,54.978 ,1.210 
66,8.832-0.028,59458.6 ,12.050 ,0.268 ,4.677 ,1.251 ,8.610 ,0.018 ,61.829 ,1.113 
67,8.872-0.493,56741.8 ,7.589 ,0.051 ,284.629 ,14.459 ,3.696 ,0.072 ,5709.924 ,408.831 
67,8.872-0.493,56921.8 ,7.149 ,0.020 ,426.853 ,8.366 ,3.179 ,0.015 ,9188.197 ,137.823 
67,8.872-0.493,57104.2 ,6.807 ,0.022 ,584.936 ,12.869 ,3.024 ,0.020 ,10603.282 ,216.042 
67,8.872-0.493,57280.9 ,6.541 ,0.038 ,747.508 ,28.299 ,3.217 ,0.038 ,8871.946 ,340.936 
67,8.872-0.493,57468.5 ,6.022 ,0.026 ,1205.476 ,31.342 ,2.226 ,0.011 ,22118.226 ,252.148 
67,8.872-0.493,57641.2 ,6.636 ,0.047 ,684.505 ,32.172 ,3.535 ,0.035 ,6623.126 ,231.809 
67,8.872-0.493,57835.2 ,6.922 ,0.051 ,526.417 ,26.697 ,3.154 ,0.030 ,9406.920 ,286.239 
67,8.872-0.493,58003.2 ,7.143 ,0.033 ,429.199 ,13.949 ,3.912 ,0.021 ,4677.785 ,97.649 
67,8.872-0.493,58199.6 ,6.621 ,0.027 ,694.446 ,18.889 ,2.912 ,0.012 ,11751.960 ,143.374 
67,8.872-0.493,58363.9 ,7.154 ,0.028 ,425.019 ,11.741 ,4.020 ,0.026 ,4237.311 ,108.581 
67,8.872-0.493,58564.8 ,6.863 ,0.026 ,555.787 ,14.589 ,3.175 ,0.015 ,9228.695 ,138.430 
67,8.872-0.493,58728.5 ,7.473 ,0.035 ,316.651 ,11.153 ,3.848 ,0.030 ,4964.542 ,150.591 
67,8.872-0.493,58931.1 ,7.190 ,0.036 ,411.056 ,14.974 ,3.850 ,0.036 ,4955.043 ,180.505 
67,8.872-0.493,59095.1 ,7.054 ,0.022 ,466.155 ,10.189 ,3.765 ,0.022 ,5359.962 ,116.388 
67,8.872-0.493,59295.3 ,7.401 ,0.045 ,338.396 ,15.228 ,3.631 ,0.034 ,6064.124 ,206.854 
67,8.872-0.493,59459.4 ,7.564 ,0.078 ,291.258 ,22.718 ,3.162 ,0.028 ,9333.194 ,257.596 
68,9.215-0.202,56740.5 ,12.888 ,0.342 ,2.162 ,0.739 ,9.718 ,0.036 ,22.274 ,0.797 
68,9.215-0.202,56921.8 ,13.186 ,0.275 ,1.643 ,0.452 ,9.689 ,0.028 ,22.871 ,0.642 
68,9.215-0.202,57104.3 ,13.273 ,0.321 ,1.516 ,0.487 ,9.842 ,0.033 ,19.867 ,0.661 
68,9.215-0.202,57281.3 ,13.206 ,0.268 ,1.613 ,0.432 ,9.826 ,0.031 ,20.174 ,0.625 
68,9.215-0.202,57468.4 ,13.001 ,0.170 ,1.948 ,0.330 ,9.797 ,0.026 ,20.710 ,0.544 
68,9.215-0.202,57641.0 ,13.157 ,0.199 ,1.687 ,0.336 ,9.849 ,0.027 ,19.740 ,0.536 
68,9.215-0.202,57834.4 ,13.274 ,0.348 ,1.515 ,0.527 ,9.700 ,0.027 ,22.656 ,0.608 
68,9.215-0.202,58003.2 ,12.854 ,0.096 ,2.231 ,0.215 ,9.688 ,0.025 ,22.891 ,0.576 
68,9.215-0.202,58199.9 ,13.197 ,0.358 ,1.626 ,0.581 ,9.803 ,0.027 ,20.603 ,0.561 
68,9.215-0.202,58363.6 ,12.888 ,0.189 ,2.161 ,0.409 ,9.728 ,0.023 ,22.072 ,0.508 
68,9.215-0.202,58564.8 ,13.182 ,0.297 ,1.649 ,0.490 ,9.832 ,0.030 ,20.054 ,0.604 
68,9.215-0.202,58727.8 ,13.209 ,0.238 ,1.609 ,0.383 ,9.772 ,0.030 ,21.189 ,0.640 
68,9.215-0.202,58931.0 ,13.022 ,0.290 ,1.910 ,0.554 ,9.781 ,0.029 ,21.011 ,0.605 
68,9.215-0.202,59094.7 ,13.542 ,0.302 ,1.184 ,0.357 ,9.880 ,0.028 ,19.182 ,0.537 
68,9.215-0.202,59295.2 ,13.139 ,0.214 ,1.715 ,0.367 ,9.789 ,0.032 ,20.872 ,0.670 
68,9.215-0.202,59459.1 ,13.898 ,0.333 ,0.852 ,0.284 ,9.776 ,0.024 ,21.107 ,0.498 
73,10.205-0.345,56742.2 ,12.916 ,0.263 ,2.106 ,0.553 ,9.816 ,0.108 ,20.345 ,2.200 
73,10.205-0.345,56922.4 ,12.481 ,0.194 ,3.144 ,0.609 ,9.738 ,0.088 ,21.876 ,1.919 
73,10.205-0.345,57104.9 ,12.669 ,0.259 ,2.644 ,0.684 ,9.764 ,0.078 ,21.352 ,1.660 
73,10.205-0.345,57281.8 ,12.363 ,0.125 ,3.504 ,0.438 ,9.598 ,0.087 ,24.868 ,2.161 
73,10.205-0.345,57469.0 ,12.670 ,0.222 ,2.642 ,0.588 ,9.591 ,0.091 ,25.037 ,2.285 
73,10.205-0.345,57641.2 ,12.515 ,0.189 ,3.047 ,0.575 ,9.510 ,0.073 ,26.965 ,1.981 
73,10.205-0.345,57836.2 ,12.425 ,0.131 ,3.313 ,0.432 ,9.466 ,0.085 ,28.105 ,2.375 
73,10.205-0.345,58003.7 ,12.634 ,0.233 ,2.731 ,0.637 ,9.439 ,0.073 ,28.808 ,2.112 
73,10.205-0.345,58200.2 ,12.715 ,0.122 ,2.534 ,0.309 ,9.474 ,0.056 ,27.879 ,1.549 
73,10.205-0.345,58364.2 ,12.633 ,0.147 ,2.733 ,0.402 ,9.347 ,0.064 ,31.344 ,2.001 
73,10.205-0.345,58564.4 ,12.791 ,0.210 ,2.364 ,0.497 ,9.261 ,0.062 ,33.941 ,2.093 
73,10.205-0.345,58728.4 ,12.224 ,0.167 ,3.983 ,0.664 ,9.207 ,0.061 ,35.673 ,2.189 
73,10.205-0.345,58931.6 ,12.496 ,0.123 ,3.102 ,0.381 ,9.140 ,0.059 ,37.931 ,2.252 
73,10.205-0.345,59095.4 ,12.690 ,0.206 ,2.594 ,0.534 ,9.175 ,0.055 ,36.712 ,2.002 
73,10.205-0.345,59295.8 ,12.629 ,0.205 ,2.745 ,0.564 ,9.052 ,0.053 ,41.137 ,2.199 
73,10.205-0.345,59459.7 ,12.447 ,0.139 ,3.245 ,0.450 ,9.078 ,0.053 ,40.150 ,2.121 
76,10.320-0.259,56742.4 ,11.455 ,0.067 ,8.093 ,0.538 ,8.227 ,0.015 ,87.903 ,1.346 
76,10.320-0.259,56922.4 ,11.422 ,0.054 ,8.337 ,0.449 ,8.215 ,0.014 ,88.926 ,1.272 
76,10.320-0.259,57104.7 ,11.444 ,0.058 ,8.176 ,0.478 ,8.226 ,0.014 ,88.062 ,1.218 
76,10.320-0.259,57281.8 ,11.443 ,0.052 ,8.177 ,0.426 ,8.219 ,0.014 ,88.610 ,1.234 
76,10.320-0.259,57469.0 ,11.372 ,0.051 ,8.731 ,0.444 ,8.209 ,0.013 ,89.441 ,1.179 
76,10.320-0.259,57641.7 ,11.406 ,0.050 ,8.461 ,0.425 ,8.236 ,0.015 ,87.218 ,1.316 
76,10.320-0.259,57836.2 ,11.397 ,0.057 ,8.534 ,0.483 ,8.191 ,0.014 ,90.900 ,1.312 
76,10.320-0.259,58003.7 ,11.457 ,0.051 ,8.074 ,0.411 ,8.278 ,0.015 ,83.911 ,1.252 
76,10.320-0.259,58200.2 ,11.457 ,0.054 ,8.079 ,0.439 ,8.226 ,0.014 ,88.015 ,1.203 
76,10.320-0.259,58364.2 ,11.332 ,0.042 ,9.062 ,0.379 ,8.229 ,0.015 ,87.759 ,1.294 
76,10.320-0.259,58564.9 ,11.423 ,0.055 ,8.329 ,0.462 ,8.209 ,0.014 ,89.399 ,1.271 
76,10.320-0.259,58728.7 ,11.383 ,0.052 ,8.647 ,0.448 ,8.253 ,0.015 ,85.849 ,1.269 
76,10.320-0.259,58931.6 ,11.444 ,0.061 ,8.171 ,0.498 ,8.225 ,0.014 ,88.137 ,1.263 
76,10.320-0.259,59095.4 ,11.417 ,0.052 ,8.380 ,0.433 ,8.267 ,0.015 ,84.742 ,1.232 
76,10.320-0.259,59295.8 ,11.445 ,0.059 ,8.163 ,0.478 ,8.243 ,0.014 ,86.661 ,1.192 
76,10.320-0.259,59459.7 ,11.395 ,0.049 ,8.553 ,0.418 ,8.221 ,0.014 ,88.421 ,1.278 
77,10.323-0.160,56742.1 ,8.082 ,0.015 ,180.825 ,2.622 ,2.836 ,0.039 ,12606.377 ,488.497 
77,10.323-0.160,56922.2 ,7.964 ,0.019 ,201.570 ,3.729 ,2.528 ,0.020 ,16743.913 ,337.669 
77,10.323-0.160,57104.8 ,7.785 ,0.016 ,237.749 ,3.852 ,2.395 ,0.019 ,18919.528 ,363.255 
77,10.323-0.160,57281.3 ,7.813 ,0.016 ,231.575 ,3.744 ,2.787 ,0.041 ,13184.297 ,542.754 
77,10.323-0.160,57468.9 ,7.987 ,0.018 ,197.351 ,3.513 ,2.929 ,0.030 ,11567.255 ,347.018 
77,10.323-0.160,57641.3 ,7.974 ,0.017 ,199.771 ,3.346 ,2.845 ,0.039 ,12506.630 ,491.667 
77,10.323-0.160,57836.0 ,8.090 ,0.016 ,179.401 ,2.841 ,3.584 ,0.054 ,6327.861 ,338.541 
77,10.323-0.160,58003.5 ,7.868 ,0.018 ,220.170 ,4.061 ,2.551 ,0.023 ,16390.428 ,376.980 
77,10.323-0.160,58200.2 ,8.058 ,0.016 ,184.909 ,2.897 ,2.796 ,0.024 ,13075.460 ,307.273 
77,10.323-0.160,58364.1 ,7.695 ,0.021 ,258.296 ,5.373 ,2.725 ,0.025 ,13963.372 ,351.877 
77,10.323-0.160,58564.4 ,8.071 ,0.015 ,182.680 ,2.801 ,3.046 ,0.074 ,10389.396 ,765.352 
77,10.323-0.160,58729.0 ,8.283 ,0.030 ,150.231 ,4.443 ,2.954 ,0.034 ,11306.629 ,381.195 
77,10.323-0.160,58931.5 ,8.045 ,0.016 ,187.108 ,2.994 ,2.503 ,0.011 ,17136.559 ,191.358 
77,10.323-0.160,59095.3 ,8.014 ,0.018 ,192.417 ,3.464 ,2.722 ,0.020 ,14002.007 ,282.040 
77,10.323-0.160,59295.8 ,7.945 ,0.021 ,205.021 ,4.264 ,2.608 ,0.025 ,15546.416 ,382.442 
77,10.323-0.160,59459.3 ,7.786 ,0.015 ,237.388 ,3.620 ,2.421 ,0.022 ,18483.759 ,411.264 
78,10.342-0.142,56742.6 ,11.106 ,0.069 ,11.162 ,0.773 ,8.405 ,0.028 ,74.612 ,2.062 
78,10.342-0.142,56922.3 ,11.239 ,0.099 ,9.868 ,0.981 ,8.415 ,0.026 ,73.964 ,1.955 
78,10.342-0.142,57104.6 ,11.091 ,0.107 ,11.312 ,1.206 ,8.395 ,0.027 ,75.315 ,2.013 
78,10.342-0.142,57281.2 ,11.088 ,0.088 ,11.349 ,0.994 ,8.347 ,0.025 ,78.721 ,1.988 
78,10.342-0.142,57468.9 ,11.066 ,0.091 ,11.575 ,1.049 ,8.374 ,0.026 ,76.819 ,2.020 
78,10.342-0.142,57641.7 ,11.197 ,0.097 ,10.257 ,0.999 ,8.397 ,0.024 ,75.219 ,1.790 
78,10.342-0.142,57836.1 ,11.021 ,0.056 ,12.071 ,0.679 ,8.363 ,0.025 ,77.587 ,1.966 
78,10.342-0.142,58003.7 ,11.196 ,0.075 ,10.273 ,0.767 ,8.375 ,0.023 ,76.758 ,1.791 
78,10.342-0.142,58200.2 ,11.220 ,0.079 ,10.042 ,0.794 ,8.374 ,0.025 ,76.837 ,1.914 
78,10.342-0.142,58364.2 ,11.093 ,0.081 ,11.291 ,0.916 ,8.387 ,0.025 ,75.885 ,1.932 
78,10.342-0.142,58564.3 ,11.111 ,0.062 ,11.110 ,0.687 ,8.425 ,0.027 ,73.256 ,1.950 
78,10.342-0.142,58728.7 ,11.162 ,0.096 ,10.596 ,1.012 ,8.481 ,0.027 ,69.597 ,1.873 
78,10.342-0.142,58931.5 ,11.276 ,0.124 ,9.544 ,1.187 ,8.404 ,0.025 ,74.720 ,1.893 
78,10.342-0.142,59095.4 ,11.096 ,0.093 ,11.262 ,1.052 ,8.412 ,0.024 ,74.146 ,1.780 
78,10.342-0.142,59295.7 ,11.198 ,0.117 ,10.256 ,1.197 ,8.430 ,0.026 ,72.936 ,1.887 
78,10.342-0.142,59459.6 ,11.298 ,0.070 ,9.346 ,0.658 ,8.407 ,0.024 ,74.506 ,1.819 
79,10.356-0.148,56741.5 ,12.050 ,0.186 ,4.675 ,0.871 ,9.150 ,0.018 ,37.576 ,0.669 
79,10.356-0.148,56922.5 ,11.868 ,0.082 ,5.529 ,0.452 ,9.006 ,0.014 ,42.899 ,0.608 
79,10.356-0.148,57104.6 ,11.877 ,0.109 ,5.486 ,0.600 ,9.107 ,0.019 ,39.095 ,0.730 
79,10.356-0.148,57281.2 ,11.894 ,0.163 ,5.401 ,0.882 ,8.965 ,0.015 ,44.565 ,0.646 
79,10.356-0.148,57469.0 ,11.972 ,0.100 ,5.026 ,0.502 ,8.995 ,0.014 ,43.350 ,0.616 
79,10.356-0.148,57641.6 ,12.128 ,0.144 ,4.352 ,0.627 ,9.195 ,0.018 ,36.046 ,0.637 
79,10.356-0.148,57835.8 ,11.920 ,0.100 ,5.270 ,0.525 ,9.262 ,0.026 ,33.889 ,0.892 
79,10.356-0.148,58003.5 ,11.798 ,0.052 ,5.897 ,0.307 ,9.018 ,0.015 ,42.457 ,0.628 
79,10.356-0.148,58364.2 ,11.972 ,0.079 ,5.025 ,0.399 ,9.197 ,0.018 ,35.991 ,0.660 
79,10.356-0.148,58564.1 ,11.647 ,0.076 ,6.782 ,0.512 ,8.999 ,0.014 ,43.191 ,0.583 
79,10.356-0.148,58728.5 ,12.017 ,0.109 ,4.820 ,0.525 ,9.094 ,0.014 ,39.584 ,0.554 
79,10.356-0.148,58931.5 ,11.624 ,0.132 ,6.924 ,0.914 ,9.049 ,0.014 ,41.247 ,0.557 
79,10.356-0.148,59459.9 ,11.801 ,0.106 ,5.882 ,0.624 ,9.101 ,0.015 ,39.336 ,0.570 
86,10.724-0.334,56742.9 ,11.154 ,0.064 ,10.673 ,0.678 ,8.044 ,0.015 ,104.120 ,1.510 
86,10.724-0.334,56922.7 ,11.112 ,0.046 ,11.096 ,0.510 ,8.124 ,0.015 ,96.682 ,1.439 
86,10.724-0.334,57105.0 ,11.203 ,0.045 ,10.205 ,0.459 ,8.196 ,0.015 ,90.503 ,1.316 
86,10.724-0.334,57282.1 ,11.152 ,0.050 ,10.699 ,0.533 ,8.219 ,0.015 ,88.564 ,1.343 
86,10.724-0.334,57469.2 ,11.262 ,0.047 ,9.667 ,0.450 ,8.243 ,0.015 ,86.678 ,1.292 
86,10.724-0.334,57642.1 ,11.161 ,0.045 ,10.605 ,0.482 ,8.301 ,0.015 ,82.165 ,1.225 
86,10.724-0.334,57836.4 ,11.201 ,0.041 ,10.226 ,0.415 ,8.228 ,0.015 ,87.897 ,1.339 
86,10.724-0.334,58004.0 ,11.222 ,0.047 ,10.024 ,0.470 ,8.231 ,0.014 ,87.617 ,1.253 
86,10.724-0.334,58200.6 ,11.308 ,0.054 ,9.267 ,0.505 ,8.165 ,0.015 ,93.122 ,1.425 
86,10.724-0.334,58364.4 ,11.083 ,0.039 ,11.393 ,0.439 ,8.202 ,0.015 ,89.951 ,1.342 
86,10.724-0.334,58565.1 ,11.281 ,0.061 ,9.500 ,0.577 ,8.172 ,0.015 ,92.523 ,1.352 
86,10.724-0.334,58728.6 ,10.852 ,0.038 ,14.102 ,0.542 ,8.243 ,0.018 ,86.661 ,1.538 
86,10.724-0.334,58931.8 ,11.226 ,0.040 ,9.986 ,0.397 ,8.105 ,0.014 ,98.406 ,1.410 
86,10.724-0.334,59095.7 ,11.124 ,0.035 ,10.977 ,0.381 ,8.089 ,0.014 ,99.883 ,1.423 
86,10.724-0.334,59296.1 ,11.188 ,0.036 ,10.346 ,0.375 ,7.948 ,0.014 ,113.751 ,1.602 
86,10.724-0.334,59460.0 ,11.045 ,0.037 ,11.799 ,0.431 ,7.946 ,0.014 ,113.946 ,1.585 
87,10.822-0.103,56742.8 ,10.588 ,0.026 ,17.979 ,0.467 ,7.516 ,0.013 ,169.310 ,2.201 
87,10.822-0.103,56922.5 ,10.510 ,0.023 ,19.312 ,0.440 ,7.524 ,0.012 ,168.109 ,2.068 
87,10.822-0.103,57104.8 ,10.625 ,0.030 ,17.372 ,0.514 ,7.522 ,0.012 ,168.302 ,2.048 
87,10.822-0.103,57282.0 ,10.574 ,0.026 ,18.213 ,0.471 ,7.582 ,0.013 ,159.303 ,2.058 
87,10.822-0.103,57469.1 ,10.533 ,0.025 ,18.915 ,0.477 ,7.653 ,0.013 ,149.194 ,1.984 
87,10.822-0.103,57641.8 ,10.698 ,0.027 ,16.254 ,0.441 ,7.703 ,0.014 ,142.509 ,1.952 
87,10.822-0.103,57836.2 ,10.717 ,0.025 ,15.958 ,0.402 ,7.716 ,0.013 ,140.815 ,1.861 
87,10.822-0.103,58003.9 ,10.581 ,0.024 ,18.097 ,0.438 ,7.606 ,0.013 ,155.782 ,2.053 
87,10.822-0.103,58200.4 ,10.546 ,0.024 ,18.681 ,0.454 ,7.569 ,0.013 ,161.244 ,2.121 
87,10.822-0.103,58364.3 ,10.470 ,0.020 ,20.041 ,0.403 ,7.541 ,0.013 ,165.406 ,2.084 
87,10.822-0.103,58565.0 ,10.467 ,0.025 ,20.103 ,0.506 ,7.497 ,0.013 ,172.226 ,2.279 
87,10.822-0.103,58728.9 ,10.606 ,0.026 ,17.681 ,0.461 ,7.537 ,0.013 ,166.090 ,2.198 
87,10.822-0.103,58931.6 ,10.588 ,0.025 ,17.977 ,0.452 ,7.516 ,0.013 ,169.274 ,2.144 
87,10.822-0.103,59095.5 ,10.549 ,0.026 ,18.642 ,0.481 ,7.497 ,0.013 ,172.190 ,2.238 
87,10.822-0.103,59295.9 ,10.633 ,0.026 ,17.254 ,0.449 ,7.529 ,0.013 ,167.195 ,2.160 
87,10.822-0.103,59459.8 ,10.546 ,0.024 ,18.684 ,0.444 ,7.552 ,0.013 ,163.703 ,2.128 
88,10.886+0.123,56742.1 ,6.834 ,0.023 ,570.767 ,12.842 ,4.174 ,0.025 ,3676.125 ,90.984 
88,10.886+0.123,56922.4 ,7.509 ,0.043 ,306.490 ,13.048 ,4.425 ,0.050 ,2917.362 ,145.451 
88,10.886+0.123,57104.6 ,7.206 ,0.037 ,404.972 ,15.119 ,4.406 ,0.048 ,2970.231 ,141.086 
88,10.886+0.123,57281.4 ,7.094 ,0.039 ,449.057 ,17.385 ,4.518 ,0.043 ,2677.170 ,113.971 
88,10.886+0.123,57468.8 ,7.983 ,0.053 ,197.997 ,10.395 ,4.381 ,0.034 ,3038.018 ,103.293 
88,10.886+0.123,57641.4 ,7.121 ,0.027 ,437.934 ,11.934 ,4.512 ,0.030 ,2692.404 ,81.109 
88,10.886+0.123,57836.1 ,7.962 ,0.085 ,201.873 ,17.200 ,4.710 ,0.061 ,2243.418 ,136.849 
88,10.886+0.123,58003.7 ,6.759 ,0.026 ,611.634 ,15.699 ,4.016 ,0.024 ,4250.666 ,102.016 
88,10.886+0.123,58200.2 ,6.794 ,0.020 ,591.941 ,11.602 ,3.928 ,0.022 ,4611.798 ,99.615 
88,10.886+0.123,58364.0 ,6.394 ,0.025 ,855.773 ,21.394 ,5.532 ,0.036 ,1052.423 ,37.887 
88,10.886+0.123,58565.1 ,7.141 ,0.040 ,430.146 ,17.390 ,4.591 ,0.039 ,2504.076 ,97.659 
88,10.886+0.123,58728.1 ,7.176 ,0.016 ,416.523 ,6.831 ,4.980 ,0.015 ,1749.808 ,25.897 
88,10.886+0.123,58931.6 ,6.801 ,0.032 ,588.155 ,18.625 ,4.135 ,0.039 ,3812.328 ,146.775 
88,10.886+0.123,59095.3 ,7.331 ,0.022 ,361.043 ,7.943 ,4.952 ,0.033 ,1796.072 ,59.869 
88,10.886+0.123,59295.8 ,7.564 ,0.065 ,291.366 ,18.939 ,4.293 ,0.050 ,3295.113 ,165.415 
88,10.886+0.123,59459.7 ,7.031 ,0.019 ,475.837 ,9.041 ,5.227 ,0.022 ,1393.767 ,30.314 
89,10.958+0.022,56742.4 ,10.735 ,0.062 ,15.708 ,0.970 ,8.206 ,0.018 ,89.658 ,1.614 
89,10.958+0.022,56922.5 ,10.666 ,0.055 ,16.732 ,0.922 ,8.199 ,0.018 ,90.223 ,1.632 
89,10.958+0.022,57104.8 ,10.785 ,0.060 ,15.002 ,0.904 ,8.190 ,0.019 ,91.003 ,1.752 
89,10.958+0.022,57281.9 ,10.746 ,0.058 ,15.548 ,0.903 ,8.192 ,0.018 ,90.834 ,1.654 
89,10.958+0.022,57469.1 ,10.717 ,0.053 ,15.970 ,0.846 ,8.209 ,0.016 ,89.433 ,1.472 
89,10.958+0.022,57641.8 ,10.741 ,0.054 ,15.610 ,0.839 ,8.228 ,0.017 ,87.860 ,1.483 
89,10.958+0.022,57836.2 ,10.668 ,0.055 ,16.705 ,0.920 ,8.233 ,0.018 ,87.491 ,1.575 
89,10.958+0.022,58003.8 ,10.753 ,0.053 ,15.442 ,0.812 ,8.260 ,0.018 ,85.320 ,1.542 
89,10.958+0.022,58200.3 ,10.747 ,0.060 ,15.525 ,0.928 ,8.252 ,0.018 ,85.959 ,1.519 
89,10.958+0.022,58364.3 ,10.732 ,0.055 ,15.753 ,0.873 ,8.254 ,0.017 ,85.748 ,1.415 
89,10.958+0.022,58564.9 ,10.777 ,0.062 ,15.104 ,0.929 ,8.266 ,0.019 ,84.855 ,1.643 
89,10.958+0.022,58728.7 ,10.795 ,0.067 ,14.852 ,0.989 ,8.246 ,0.018 ,86.421 ,1.568 
89,10.958+0.022,58931.6 ,10.732 ,0.054 ,15.751 ,0.851 ,8.269 ,0.017 ,84.639 ,1.454 
89,10.958+0.022,59095.5 ,10.790 ,0.059 ,14.924 ,0.876 ,8.275 ,0.017 ,84.176 ,1.452 
89,10.958+0.022,59295.8 ,10.772 ,0.060 ,15.174 ,0.908 ,8.281 ,0.018 ,83.644 ,1.512 
89,10.958+0.022,59459.7 ,10.740 ,0.059 ,15.632 ,0.921 ,8.264 ,0.016 ,84.958 ,1.372 
90,11.034+0.062,56742.4 ,9.247 ,0.020 ,61.843 ,1.247 ,7.786 ,0.013 ,132.025 ,1.727 
90,11.034+0.062,56922.6 ,9.182 ,0.021 ,65.627 ,1.386 ,7.739 ,0.014 ,137.829 ,1.895 
90,11.034+0.062,57104.8 ,9.244 ,0.020 ,61.995 ,1.261 ,7.804 ,0.014 ,129.821 ,1.760 
90,11.034+0.062,57281.9 ,9.239 ,0.020 ,62.272 ,1.230 ,7.789 ,0.014 ,131.691 ,1.778 
90,11.034+0.062,57469.1 ,9.225 ,0.021 ,63.119 ,1.294 ,7.744 ,0.014 ,137.174 ,1.893 
90,11.034+0.062,57641.7 ,9.272 ,0.022 ,60.429 ,1.314 ,7.801 ,0.014 ,130.157 ,1.783 
90,11.034+0.062,57836.3 ,9.320 ,0.021 ,57.812 ,1.214 ,7.815 ,0.013 ,128.492 ,1.652 
90,11.034+0.062,58003.8 ,9.278 ,0.021 ,60.073 ,1.274 ,7.801 ,0.014 ,130.158 ,1.809 
90,11.034+0.062,58200.2 ,9.278 ,0.020 ,60.084 ,1.187 ,7.778 ,0.014 ,132.997 ,1.879 
90,11.034+0.062,58364.3 ,9.224 ,0.021 ,63.136 ,1.307 ,7.760 ,0.014 ,135.254 ,1.880 
90,11.034+0.062,58564.9 ,9.239 ,0.020 ,62.308 ,1.265 ,7.772 ,0.014 ,133.737 ,1.811 
90,11.034+0.062,58728.8 ,9.201 ,0.019 ,64.509 ,1.255 ,7.789 ,0.014 ,131.697 ,1.864 
90,11.034+0.062,58931.6 ,9.255 ,0.020 ,61.399 ,1.246 ,7.743 ,0.014 ,137.401 ,1.951 
90,11.034+0.062,59095.5 ,9.207 ,0.020 ,64.150 ,1.289 ,7.772 ,0.014 ,133.767 ,1.873 
90,11.034+0.062,59295.8 ,9.204 ,0.021 ,64.300 ,1.318 ,7.749 ,0.013 ,136.644 ,1.811 
90,11.034+0.062,59459.7 ,9.177 ,0.020 ,65.951 ,1.349 ,7.761 ,0.014 ,135.137 ,1.850 
91,11.109-0.114,56742.8 ,11.848 ,0.135 ,5.636 ,0.763 ,7.949 ,0.017 ,113.593 ,1.897 
91,11.109-0.114,56922.6 ,12.076 ,0.251 ,4.565 ,1.144 ,7.854 ,0.018 ,123.991 ,2.170 
91,11.109-0.114,57105.0 ,11.842 ,0.175 ,5.665 ,0.993 ,7.625 ,0.015 ,153.094 ,2.284 
