ID,Name,MJD,W1mag,W1mag err,W1flux,W1flux err,W2,W2 sig,W2flux,W2flux err
1038,358.371-0.468,58559.3 ,11.708 ,0.179 ,6.410 ,1.145 ,8.336 ,0.015 ,79.548 ,1.201 
1038,358.371-0.468,58723.0 ,12.028 ,0.286 ,4.772 ,1.365 ,8.476 ,0.016 ,69.905 ,1.105 
1038,358.371-0.468,58924.9 ,11.752 ,0.191 ,6.153 ,1.176 ,8.412 ,0.016 ,74.189 ,1.156 
1038,358.371-0.468,59088.4 ,11.867 ,0.243 ,5.534 ,1.343 ,8.411 ,0.015 ,74.236 ,1.131 
1038,358.371-0.468,59290.5 ,11.795 ,0.221 ,5.914 ,1.309 ,8.277 ,0.015 ,83.976 ,1.232 
1038,358.371-0.468,59454.3 ,11.711 ,0.210 ,6.388 ,1.344 ,8.429 ,0.015 ,73.005 ,1.108 
1039,358.386-0.483,56734.8 ,8.773 ,0.024 ,95.640 ,2.248 ,5.918 ,0.017 ,737.684 ,12.541 
1039,358.386-0.483,56917.0 ,8.714 ,0.024 ,100.980 ,2.377 ,6.006 ,0.014 ,680.176 ,9.627 
1039,358.386-0.483,57099.6 ,8.737 ,0.024 ,98.926 ,2.329 ,6.044 ,0.014 ,656.828 ,9.044 
1039,358.386-0.483,57275.9 ,8.743 ,0.024 ,98.369 ,2.385 ,6.040 ,0.014 ,659.007 ,9.336 
1039,358.386-0.483,57463.7 ,8.804 ,0.025 ,92.945 ,2.347 ,6.099 ,0.015 ,624.439 ,9.367 
1039,358.386-0.483,57634.8 ,8.725 ,0.024 ,99.990 ,2.363 ,5.947 ,0.015 ,718.349 ,10.645 
1039,358.386-0.483,57828.5 ,8.732 ,0.023 ,99.306 ,2.330 ,5.946 ,0.015 ,718.872 ,10.617 
1039,358.386-0.483,57996.8 ,8.781 ,0.024 ,94.968 ,2.322 ,6.086 ,0.014 ,631.657 ,8.814 
1039,358.386-0.483,58195.1 ,8.673 ,0.025 ,104.861 ,2.659 ,6.141 ,0.015 ,600.528 ,8.751 
1039,358.386-0.483,58358.8 ,8.733 ,0.023 ,99.265 ,2.274 ,6.098 ,0.014 ,625.133 ,8.525 
1039,358.386-0.483,58559.3 ,8.680 ,0.024 ,104.254 ,2.476 ,6.020 ,0.014 ,671.568 ,9.626 
1039,358.386-0.483,58723.1 ,8.718 ,0.024 ,100.670 ,2.416 ,6.152 ,0.013 ,594.318 ,7.726 
1039,358.386-0.483,58924.9 ,8.774 ,0.025 ,95.603 ,2.367 ,6.044 ,0.015 ,656.534 ,9.848 
1039,358.386-0.483,59088.5 ,8.766 ,0.024 ,96.250 ,2.293 ,6.139 ,0.013 ,601.570 ,8.003 
1039,358.386-0.483,59290.5 ,8.704 ,0.024 ,101.922 ,2.477 ,6.083 ,0.013 ,633.339 ,8.526 
1039,358.386-0.483,59454.3 ,8.781 ,0.025 ,94.964 ,2.358 ,6.172 ,0.014 ,583.925 ,7.980 
1044,358.841-0.737,56917.5 ,12.782 ,0.437 ,2.383 ,1.041 ,9.539 ,0.033 ,26.274 ,0.867 
1044,358.841-0.737,57276.5 ,12.668 ,0.353 ,2.648 ,0.935 ,9.701 ,0.024 ,22.625 ,0.532 
1044,358.841-0.737,57464.0 ,12.752 ,0.358 ,2.451 ,0.876 ,9.485 ,0.032 ,27.605 ,0.870 
1044,358.841-0.737,57636.2 ,12.643 ,0.382 ,2.709 ,1.035 ,9.496 ,0.022 ,27.320 ,0.605 
1044,358.841-0.737,57996.2 ,12.834 ,0.313 ,2.273 ,0.711 ,9.650 ,0.029 ,23.713 ,0.682 
1044,358.841-0.737,58559.7 ,12.273 ,0.268 ,3.808 ,1.020 ,9.589 ,0.026 ,25.078 ,0.646 
1044,358.841-0.737,58723.4 ,12.479 ,0.235 ,3.150 ,0.740 ,9.453 ,0.029 ,28.444 ,0.811 
1044,358.841-0.737,58925.1 ,12.269 ,0.265 ,3.824 ,1.012 ,9.456 ,0.024 ,28.360 ,0.673 
1044,358.841-0.737,59088.4 ,12.376 ,0.245 ,3.464 ,0.849 ,9.420 ,0.018 ,29.303 ,0.536 
1044,358.841-0.737,59291.0 ,12.396 ,0.288 ,3.401 ,0.978 ,9.486 ,0.025 ,27.580 ,0.676 
1044,358.841-0.737,59454.6 ,12.703 ,0.300 ,2.564 ,0.768 ,9.570 ,0.025 ,25.532 ,0.632 
1046,358.931-0.030,56734.9 ,8.397 ,0.075 ,135.215 ,10.141 ,5.366 ,0.089 ,1226.470 ,108.543 
1046,358.931-0.030,56916.7 ,8.299 ,0.054 ,148.006 ,7.992 ,5.543 ,0.037 ,1042.006 ,38.554 
1046,358.931-0.030,57099.6 ,8.400 ,0.049 ,134.883 ,6.667 ,5.383 ,0.049 ,1207.548 ,59.687 
1046,358.931-0.030,57275.8 ,8.755 ,0.087 ,97.310 ,8.429 ,6.186 ,0.112 ,576.488 ,64.423 
1046,358.931-0.030,57463.6 ,8.417 ,0.073 ,132.747 ,9.691 ,5.541 ,0.047 ,1043.415 ,49.388 
1046,358.931-0.030,57635.7 ,8.847 ,0.103 ,89.340 ,9.164 ,5.671 ,0.036 ,926.078 ,33.471 
1046,358.931-0.030,57828.1 ,8.362 ,0.060 ,139.702 ,8.336 ,5.763 ,0.087 ,851.075 ,73.949 
1046,358.931-0.030,57997.1 ,8.664 ,0.058 ,105.796 ,6.088 ,5.641 ,0.044 ,951.738 ,42.050 
1046,358.931-0.030,58195.2 ,8.044 ,0.067 ,187.223 ,12.517 ,5.455 ,0.030 ,1129.325 ,34.202 
1046,358.931-0.030,58358.6 ,8.226 ,0.056 ,158.307 ,8.797 ,5.576 ,0.039 ,1010.759 ,39.564 
1046,358.931-0.030,58559.1 ,7.879 ,0.057 ,217.901 ,12.311 ,5.578 ,0.037 ,1008.650 ,37.068 
1046,358.931-0.030,58722.8 ,8.290 ,0.042 ,149.210 ,6.297 ,5.966 ,0.027 ,705.522 ,19.049 
1046,358.931-0.030,58924.8 ,8.248 ,0.075 ,155.152 ,11.675 ,5.435 ,0.062 ,1150.642 ,71.771 
1046,358.931-0.030,59088.7 ,8.214 ,0.063 ,160.101 ,10.028 ,5.665 ,0.035 ,930.853 ,32.580 
1046,358.931-0.030,59290.4 ,8.228 ,0.054 ,158.061 ,8.456 ,5.581 ,0.134 ,1005.673 ,135.095 
1046,358.931-0.030,59454.0 ,8.024 ,0.027 ,190.703 ,5.149 ,5.200 ,0.042 ,1429.520 ,59.325 
1048,359.138+0.031,56734.9 ,9.059 ,0.045 ,73.512 ,3.326 ,7.688 ,0.020 ,144.452 ,2.889 
1048,359.138+0.031,56917.0 ,9.226 ,0.047 ,63.021 ,2.951 ,7.735 ,0.023 ,138.342 ,3.182 
1048,359.138+0.031,57099.5 ,9.163 ,0.043 ,66.783 ,2.841 ,7.732 ,0.022 ,138.677 ,3.072 
1048,359.138+0.031,57275.9 ,9.280 ,0.049 ,59.992 ,2.955 ,7.742 ,0.024 ,137.422 ,3.252 
1048,359.138+0.031,57463.7 ,9.407 ,0.057 ,53.349 ,3.049 ,7.768 ,0.022 ,134.174 ,3.003 
1048,359.138+0.031,57635.3 ,9.326 ,0.055 ,57.481 ,3.166 ,7.765 ,0.022 ,134.535 ,2.970 
1048,359.138+0.031,57828.4 ,9.151 ,0.051 ,67.560 ,3.457 ,7.693 ,0.021 ,143.799 ,2.972 
1048,359.138+0.031,57996.8 ,9.107 ,0.045 ,70.314 ,3.144 ,7.688 ,0.021 ,144.443 ,2.985 
1048,359.138+0.031,58195.0 ,8.927 ,0.035 ,83.003 ,2.926 ,7.635 ,0.020 ,151.748 ,2.997 
1048,359.138+0.031,58358.8 ,8.878 ,0.038 ,86.834 ,3.329 ,7.639 ,0.020 ,151.167 ,3.011 
1048,359.138+0.031,58559.3 ,8.949 ,0.041 ,81.384 ,3.300 ,7.636 ,0.020 ,151.524 ,3.072 
1048,359.138+0.031,58722.9 ,8.904 ,0.038 ,84.807 ,3.246 ,7.638 ,0.020 ,151.321 ,3.068 
1048,359.138+0.031,58924.8 ,8.958 ,0.041 ,80.672 ,3.331 ,7.657 ,0.021 ,148.704 ,3.166 
1048,359.138+0.031,59088.5 ,8.935 ,0.042 ,82.371 ,3.426 ,7.648 ,0.021 ,149.927 ,3.121 
1048,359.138+0.031,59290.4 ,8.851 ,0.037 ,89.048 ,3.280 ,7.623 ,0.020 ,153.388 ,3.132 
1048,359.138+0.031,59454.2 ,9.087 ,0.043 ,71.646 ,3.081 ,7.729 ,0.024 ,139.085 ,3.338 
1050,359.436-0.102,56736.2 ,11.205 ,0.312 ,10.185 ,3.175 ,7.407 ,0.029 ,187.236 ,5.477 
1050,359.436-0.102,56917.0 ,11.035 ,0.264 ,11.909 ,3.141 ,7.433 ,0.031 ,182.806 ,5.713 
1050,359.436-0.102,57099.8 ,10.883 ,0.262 ,13.698 ,3.585 ,7.459 ,0.036 ,178.398 ,6.378 
1050,359.436-0.102,57276.1 ,10.986 ,0.304 ,12.464 ,3.786 ,7.493 ,0.043 ,172.898 ,7.459 
1050,359.436-0.102,57463.9 ,11.291 ,0.308 ,9.406 ,2.901 ,7.457 ,0.035 ,178.760 ,6.292 
1050,359.436-0.102,57635.0 ,10.959 ,0.283 ,12.772 ,3.614 ,7.466 ,0.030 ,177.252 ,5.273 
1050,359.436-0.102,57828.6 ,11.130 ,0.312 ,10.911 ,3.404 ,7.428 ,0.037 ,183.565 ,6.812 
1050,359.436-0.102,57996.4 ,11.168 ,0.358 ,10.542 ,3.772 ,7.455 ,0.036 ,179.020 ,6.485 
1050,359.436-0.102,58195.2 ,11.062 ,0.252 ,11.614 ,2.931 ,7.417 ,0.039 ,185.469 ,7.307 
1050,359.436-0.102,58358.9 ,10.967 ,0.236 ,12.686 ,2.998 ,7.423 ,0.033 ,184.364 ,6.058 
1050,359.436-0.102,58559.3 ,11.175 ,0.332 ,10.473 ,3.473 ,7.303 ,0.032 ,205.916 ,6.589 
1050,359.436-0.102,58723.3 ,11.085 ,0.258 ,11.375 ,2.933 ,7.353 ,0.033 ,196.745 ,6.408 
1050,359.436-0.102,58925.4 ,11.044 ,0.294 ,11.817 ,3.475 ,7.248 ,0.034 ,216.649 ,7.276 
1050,359.436-0.102,59089.0 ,10.922 ,0.218 ,13.218 ,2.880 ,7.332 ,0.033 ,200.597 ,6.670 
1050,359.436-0.102,59290.7 ,10.902 ,0.313 ,13.461 ,4.208 ,7.288 ,0.031 ,208.790 ,6.514 
1050,359.436-0.102,59454.5 ,11.074 ,0.245 ,11.487 ,2.818 ,7.261 ,0.028 ,214.087 ,5.994 
1051,359.615-0.243,56735.3 ,8.322 ,0.017 ,144.997 ,2.465 ,5.341 ,0.024 ,1255.424 ,29.816 
1051,359.615-0.243,56917.5 ,8.246 ,0.014 ,155.407 ,2.245 ,5.408 ,0.028 ,1180.113 ,33.305 
1051,359.615-0.243,57100.1 ,8.251 ,0.016 ,154.689 ,2.514 ,5.347 ,0.025 ,1248.505 ,30.900 
1051,359.615-0.243,57276.5 ,8.572 ,0.033 ,115.080 ,3.844 ,5.432 ,0.022 ,1153.746 ,25.382 
1051,359.615-0.243,57463.9 ,8.286 ,0.016 ,149.862 ,2.348 ,5.241 ,0.031 ,1375.911 ,42.195 
1051,359.615-0.243,57635.3 ,8.182 ,0.014 ,164.838 ,2.267 ,5.246 ,0.026 ,1369.589 ,35.267 
1051,359.615-0.243,57828.7 ,8.270 ,0.018 ,152.040 ,2.661 ,5.323 ,0.025 ,1275.823 ,31.896 
1051,359.615-0.243,57997.1 ,8.136 ,0.016 ,172.012 ,2.752 ,5.203 ,0.022 ,1424.919 ,30.636 
1051,359.615-0.243,58559.6 ,8.160 ,0.020 ,168.213 ,3.280 ,5.294 ,0.020 ,1310.359 ,26.535 
1051,359.615-0.243,58723.1 ,8.001 ,0.015 ,194.786 ,2.922 ,5.452 ,0.018 ,1133.418 ,20.402 
1051,359.615-0.243,58925.0 ,8.323 ,0.021 ,144.767 ,2.976 ,5.317 ,0.029 ,1283.155 ,36.784 
1051,359.615-0.243,59089.0 ,8.373 ,0.015 ,138.296 ,2.109 ,5.582 ,0.027 ,1005.519 ,27.526 
1051,359.615-0.243,59291.2 ,8.400 ,0.019 ,134.883 ,2.518 ,5.511 ,0.022 ,1073.306 ,23.255 
1051,359.615-0.243,59454.8 ,8.349 ,0.016 ,141.327 ,2.308 ,5.693 ,0.023 ,907.104 ,20.561 
1053,359.970-0.457,56735.7 ,5.714 ,0.042 ,1600.584 ,66.904 ,1.684 ,0.037 ,36437.645 ,1340.905 
1053,359.970-0.457,57277.0 ,5.376 ,0.081 ,2186.210 ,177.812 ,1.443 ,0.144 ,45476.842 ,6533.506 
1053,359.970-0.457,57464.1 ,6.671 ,0.048 ,663.272 ,31.616 ,1.956 ,0.105 ,28352.431 ,2977.005 
1053,359.970-0.457,57828.6 ,5.538 ,0.066 ,1882.024 ,124.214 ,1.533 ,0.062 ,41871.993 ,2610.021 
1053,359.970-0.457,57999.4 ,6.116 ,0.049 ,1105.245 ,54.157 ,1.508 ,0.053 ,42853.894 ,2249.829 
1053,359.970-0.457,58195.8 ,6.858 ,0.170 ,558.288 ,94.909 ,2.199 ,0.090 ,22666.804 ,2045.679 
1053,359.970-0.457,58359.5 ,5.672 ,0.029 ,1664.326 ,47.933 ,1.617 ,0.020 ,38757.013 ,782.892 
1053,359.970-0.457,58560.0 ,5.297 ,0.070 ,2349.625 ,165.414 ,1.513 ,0.076 ,42621.654 ,3230.721 
1053,359.970-0.457,58723.7 ,4.571 ,0.052 ,4587.314 ,238.540 ,1.606 ,0.033 ,39149.266 ,1291.926 
1053,359.970-0.457,58925.4 ,5.390 ,0.060 ,2158.532 ,128.972 ,1.524 ,0.046 ,42197.847 ,1920.002 
1053,359.970-0.457,59089.8 ,6.747 ,0.037 ,618.432 ,22.882 ,1.823 ,0.047 ,32052.135 ,1511.792 
1053,359.970-0.457,59291.2 ,6.120 ,0.043 ,1101.096 ,47.714 ,1.760 ,0.046 ,33951.343 ,1550.445 
1053,359.970-0.457,59455.1 ,6.122 ,0.060 ,1099.154 ,65.674 ,1.817 ,0.113 ,32239.648 ,3635.020 
1054,24.313-0.154,57476.3 ,12.599 ,0.351 ,2.821 ,0.990 ,8.606 ,0.026 ,62.017 ,1.637 
1054,24.313-0.154,57842.5 ,12.053 ,0.216 ,4.665 ,1.008 ,8.314 ,0.024 ,81.137 ,1.913 
1054,24.313-0.154,58370.4 ,12.959 ,0.470 ,2.025 ,0.951 ,8.794 ,0.028 ,52.166 ,1.461 
1054,24.313-0.154,58737.9 ,11.250 ,0.106 ,9.772 ,1.040 ,8.061 ,0.020 ,102.432 ,2.033 
1054,24.313-0.154,59102.0 ,11.979 ,0.199 ,4.994 ,0.992 ,8.439 ,0.023 ,72.348 ,1.676 
1054,24.313-0.154,59302.3 ,12.356 ,0.311 ,3.530 ,1.098 ,8.470 ,0.024 ,70.330 ,1.653 
1055,24.362-0.146,56749.2 ,11.955 ,0.186 ,5.106 ,0.948 ,10.541 ,0.089 ,10.436 ,0.928 
1055,24.362-0.146,56929.4 ,11.953 ,0.152 ,5.115 ,0.780 ,10.536 ,0.072 ,10.490 ,0.751 
1055,24.362-0.146,57111.2 ,11.961 ,0.182 ,5.076 ,0.926 ,10.572 ,0.081 ,10.147 ,0.821 
1055,24.362-0.146,57290.9 ,11.956 ,0.157 ,5.098 ,0.799 ,10.565 ,0.086 ,10.209 ,0.880 
1055,24.362-0.146,57475.9 ,12.097 ,0.219 ,4.479 ,0.982 ,10.582 ,0.083 ,10.053 ,0.834 
1055,24.362-0.146,57649.7 ,12.276 ,0.260 ,3.799 ,0.986 ,10.649 ,0.085 ,9.448 ,0.806 
1055,24.362-0.146,57842.7 ,12.214 ,0.246 ,4.021 ,0.989 ,10.594 ,0.095 ,9.945 ,0.948 
1055,24.362-0.146,58010.1 ,11.934 ,0.105 ,5.205 ,0.544 ,10.623 ,0.093 ,9.678 ,0.895 
1055,24.362-0.146,58206.7 ,11.867 ,0.154 ,5.538 ,0.853 ,10.589 ,0.083 ,9.989 ,0.831 
1055,24.362-0.146,58370.7 ,12.020 ,0.184 ,4.809 ,0.883 ,10.597 ,0.075 ,9.911 ,0.743 
1055,24.362-0.146,58573.8 ,11.970 ,0.181 ,5.033 ,0.911 ,10.599 ,0.076 ,9.896 ,0.757 
1055,24.362-0.146,58737.9 ,11.900 ,0.175 ,5.372 ,0.939 ,10.594 ,0.060 ,9.938 ,0.596 
1055,24.362-0.146,58938.1 ,11.813 ,0.140 ,5.819 ,0.815 ,10.625 ,0.080 ,9.659 ,0.774 
1055,24.362-0.146,59102.0 ,11.910 ,0.152 ,5.319 ,0.808 ,10.593 ,0.065 ,9.949 ,0.647 
1055,24.362-0.146,59302.8 ,11.894 ,0.150 ,5.397 ,0.811 ,10.605 ,0.083 ,9.844 ,0.815 
1055,24.362-0.146,59466.2 ,11.963 ,0.169 ,5.068 ,0.858 ,10.614 ,0.080 ,9.759 ,0.779 
1056,24.633+0.153,56749.2 ,12.999 ,0.359 ,1.952 ,0.702 ,8.570 ,0.017 ,64.127 ,1.082 
1056,24.633+0.153,56928.8 ,12.832 ,0.300 ,2.275 ,0.682 ,8.469 ,0.017 ,70.383 ,1.197 
1056,24.633+0.153,57111.1 ,12.968 ,0.341 ,2.008 ,0.685 ,8.575 ,0.017 ,63.832 ,1.093 
1056,24.633+0.153,57290.6 ,12.543 ,0.165 ,2.971 ,0.489 ,8.424 ,0.020 ,73.382 ,1.431 
1056,24.633+0.153,57475.3 ,12.726 ,0.294 ,2.509 ,0.738 ,8.564 ,0.017 ,64.495 ,1.118 
1056,24.633+0.153,57842.5 ,12.800 ,0.288 ,2.345 ,0.676 ,8.430 ,0.016 ,72.978 ,1.192 
1056,24.633+0.153,58010.1 ,13.079 ,0.282 ,1.813 ,0.512 ,8.653 ,0.018 ,59.411 ,1.093 
1056,24.633+0.153,58206.7 ,13.036 ,0.343 ,1.886 ,0.646 ,8.469 ,0.017 ,70.349 ,1.184 
1056,24.633+0.153,58370.6 ,12.784 ,0.344 ,2.379 ,0.818 ,8.675 ,0.017 ,58.227 ,1.009 
1056,24.633+0.153,58573.5 ,13.375 ,0.327 ,1.380 ,0.452 ,8.577 ,0.018 ,63.727 ,1.126 
1056,24.633+0.153,58737.6 ,13.002 ,0.325 ,1.946 ,0.632 ,8.472 ,0.016 ,70.155 ,1.099 
1056,24.633+0.153,58938.0 ,12.776 ,0.276 ,2.395 ,0.660 ,8.502 ,0.017 ,68.285 ,1.153 
1056,24.633+0.153,59102.0 ,13.052 ,0.333 ,1.858 ,0.618 ,8.421 ,0.018 ,73.551 ,1.295 
1056,24.633+0.153,59303.1 ,12.614 ,0.220 ,2.783 ,0.613 ,8.500 ,0.017 ,68.363 ,1.182 
1056,24.633+0.153,59466.2 ,13.183 ,0.397 ,1.648 ,0.653 ,8.418 ,0.015 ,73.762 ,1.131 
1057,25.177+0.211,56749.4 ,11.984 ,0.084 ,4.969 ,0.416 ,8.772 ,0.016 ,53.221 ,0.842 
1057,25.177+0.211,56929.8 ,12.015 ,0.085 ,4.832 ,0.409 ,8.727 ,0.017 ,55.465 ,0.935 
1057,25.177+0.211,57111.3 ,12.013 ,0.080 ,4.839 ,0.387 ,8.769 ,0.017 ,53.395 ,0.922 
1057,25.177+0.211,57290.9 ,12.091 ,0.083 ,4.505 ,0.375 ,8.779 ,0.017 ,52.896 ,0.908 
1057,25.177+0.211,57475.9 ,12.030 ,0.086 ,4.765 ,0.410 ,8.732 ,0.016 ,55.236 ,0.902 
1057,25.177+0.211,57649.8 ,12.090 ,0.101 ,4.508 ,0.457 ,8.721 ,0.018 ,55.803 ,0.981 
1057,25.177+0.211,57842.6 ,12.131 ,0.086 ,4.341 ,0.373 ,8.747 ,0.016 ,54.470 ,0.891 
1057,25.177+0.211,58010.4 ,12.193 ,0.101 ,4.099 ,0.412 ,8.716 ,0.018 ,56.066 ,0.984 
1057,25.177+0.211,58206.9 ,12.185 ,0.088 ,4.131 ,0.364 ,8.753 ,0.015 ,54.195 ,0.831 
1057,25.177+0.211,58371.5 ,12.064 ,0.077 ,4.618 ,0.356 ,8.648 ,0.017 ,59.683 ,0.989 
1057,25.177+0.211,58573.9 ,12.000 ,0.080 ,4.895 ,0.391 ,8.629 ,0.017 ,60.743 ,1.038 
1057,25.177+0.211,58738.0 ,12.084 ,0.093 ,4.533 ,0.424 ,8.679 ,0.017 ,57.985 ,1.002 
1057,25.177+0.211,58938.2 ,11.975 ,0.071 ,5.009 ,0.358 ,8.600 ,0.017 ,62.348 ,1.029 
1057,25.177+0.211,59102.2 ,11.985 ,0.081 ,4.964 ,0.403 ,8.643 ,0.015 ,59.945 ,0.905 
1057,25.177+0.211,59302.4 ,12.019 ,0.073 ,4.812 ,0.351 ,8.662 ,0.016 ,58.888 ,0.927 
1057,25.177+0.211,59467.2 ,12.012 ,0.081 ,4.844 ,0.390 ,8.688 ,0.016 ,57.501 ,0.920 
1058,28.804-0.023,56751.0 ,10.559 ,0.053 ,18.474 ,0.970 ,8.061 ,0.014 ,102.468 ,1.435 
1058,28.804-0.023,56932.5 ,10.407 ,0.044 ,21.232 ,0.931 ,8.048 ,0.015 ,103.678 ,1.528 
1058,28.804-0.023,57113.4 ,10.381 ,0.043 ,21.747 ,0.942 ,8.006 ,0.015 ,107.793 ,1.626 
1058,28.804-0.023,57292.9 ,10.367 ,0.037 ,22.034 ,0.815 ,7.969 ,0.015 ,111.521 ,1.626 
1058,28.804-0.023,57479.1 ,10.383 ,0.042 ,21.722 ,0.908 ,7.931 ,0.014 ,115.462 ,1.559 
1058,28.804-0.023,57651.9 ,10.326 ,0.040 ,22.889 ,0.921 ,7.780 ,0.014 ,132.798 ,1.892 
1058,28.804-0.023,57844.6 ,10.256 ,0.037 ,24.400 ,0.893 ,7.961 ,0.014 ,112.354 ,1.607 
1058,28.804-0.023,58012.4 ,10.326 ,0.040 ,22.877 ,0.906 ,7.905 ,0.014 ,118.292 ,1.646 
1058,28.804-0.023,58209.4 ,10.469 ,0.043 ,20.060 ,0.869 ,8.044 ,0.015 ,104.122 ,1.578 
1058,28.804-0.023,58373.9 ,10.395 ,0.038 ,21.473 ,0.814 ,7.997 ,0.014 ,108.662 ,1.545 
1058,28.804-0.023,58576.0 ,10.348 ,0.037 ,22.430 ,0.835 ,8.025 ,0.015 ,105.878 ,1.572 
1058,28.804-0.023,58740.1 ,10.321 ,0.039 ,22.998 ,0.887 ,8.054 ,0.014 ,103.108 ,1.452 
1058,28.804-0.023,58940.3 ,10.348 ,0.037 ,22.430 ,0.835 ,7.988 ,0.015 ,109.618 ,1.636 
1058,28.804-0.023,59104.3 ,10.314 ,0.036 ,23.148 ,0.842 ,8.039 ,0.014 ,104.596 ,1.456 
1058,28.804-0.023,59304.6 ,10.353 ,0.037 ,22.317 ,0.831 ,8.058 ,0.014 ,102.732 ,1.394 
1058,28.804-0.023,59468.7 ,10.398 ,0.035 ,21.414 ,0.751 ,8.080 ,0.014 ,100.691 ,1.441 
1059,29.281-0.330,56933.2 ,12.561 ,0.178 ,2.921 ,0.521 ,8.502 ,0.015 ,68.270 ,1.057 
1059,29.281-0.330,57113.9 ,12.500 ,0.154 ,3.089 ,0.477 ,8.421 ,0.015 ,73.563 ,1.122 
1059,29.281-0.330,57293.4 ,12.460 ,0.174 ,3.207 ,0.558 ,8.353 ,0.014 ,78.292 ,1.103 
1059,29.281-0.330,57479.8 ,12.430 ,0.150 ,3.296 ,0.493 ,8.313 ,0.015 ,81.212 ,1.226 
1059,29.281-0.330,57652.4 ,12.245 ,0.098 ,3.908 ,0.384 ,8.328 ,0.015 ,80.113 ,1.173 
1059,29.281-0.330,57845.1 ,12.434 ,0.140 ,3.284 ,0.460 ,8.446 ,0.015 ,71.861 ,1.066 
1059,29.281-0.330,58012.9 ,12.537 ,0.147 ,2.986 ,0.439 ,8.513 ,0.015 ,67.598 ,1.026 
1059,29.281-0.330,58209.8 ,12.401 ,0.133 ,3.384 ,0.451 ,8.375 ,0.014 ,76.702 ,1.092 
1059,29.281-0.330,58373.9 ,12.544 ,0.123 ,2.968 ,0.365 ,8.475 ,0.015 ,69.967 ,1.079 
1059,29.281-0.330,58576.5 ,12.547 ,0.154 ,2.960 ,0.457 ,8.501 ,0.016 ,68.327 ,1.088 
1059,29.281-0.330,58740.5 ,12.504 ,0.152 ,3.080 ,0.469 ,8.626 ,0.019 ,60.915 ,1.149 
1059,29.281-0.330,58940.8 ,12.648 ,0.161 ,2.697 ,0.435 ,8.568 ,0.015 ,64.253 ,0.985 
1059,29.281-0.330,59104.7 ,12.478 ,0.123 ,3.153 ,0.387 ,8.525 ,0.014 ,66.861 ,0.962 
1059,29.281-0.330,59304.8 ,12.408 ,0.127 ,3.364 ,0.428 ,8.542 ,0.016 ,65.803 ,1.029 
1059,29.281-0.330,59469.2 ,12.609 ,0.136 ,2.795 ,0.380 ,8.584 ,0.016 ,63.277 ,1.012 
1060,31.221+0.020(Left),56934.4 ,11.566 ,0.063 ,7.306 ,0.458 ,8.113 ,0.014 ,97.664 ,1.318 
1060,31.221+0.020(Left),57114.6 ,11.368 ,0.055 ,8.761 ,0.482 ,8.057 ,0.014 ,102.883 ,1.448 
1060,31.221+0.020(Left),57294.2 ,11.639 ,0.063 ,6.827 ,0.431 ,8.145 ,0.014 ,94.862 ,1.328 
1060,31.221+0.020(Left),57481.3 ,11.856 ,0.075 ,5.594 ,0.420 ,8.259 ,0.014 ,85.381 ,1.226 
1060,31.221+0.020(Left),57653.1 ,11.681 ,0.060 ,6.571 ,0.394 ,8.200 ,0.014 ,90.121 ,1.299 
1060,31.221+0.020(Left),57845.9 ,11.907 ,0.079 ,5.338 ,0.422 ,8.262 ,0.014 ,85.171 ,1.185 
1060,31.221+0.020(Left),58013.6 ,12.082 ,0.100 ,4.542 ,0.453 ,8.302 ,0.016 ,82.077 ,1.272 
1060,31.221+0.020(Left),58210.5 ,11.983 ,0.084 ,4.974 ,0.415 ,8.345 ,0.015 ,78.874 ,1.206 
1060,31.221+0.020(Left),58374.5 ,12.045 ,0.094 ,4.698 ,0.440 ,8.317 ,0.015 ,80.982 ,1.194 
1060,31.221+0.020(Left),58577.2 ,11.980 ,0.085 ,4.987 ,0.423 ,8.296 ,0.014 ,82.505 ,1.170 
1060,31.221+0.020(Left),58741.3 ,11.889 ,0.071 ,5.426 ,0.387 ,8.256 ,0.014 ,85.653 ,1.206 
1060,31.221+0.020(Left),58941.4 ,12.105 ,0.084 ,4.447 ,0.375 ,8.302 ,0.015 ,82.085 ,1.224 
1060,31.221+0.020(Left),59105.5 ,12.044 ,0.076 ,4.702 ,0.357 ,8.292 ,0.014 ,82.799 ,1.166 
1060,31.221+0.020(Left),59306.5 ,12.124 ,0.089 ,4.369 ,0.388 ,8.300 ,0.015 ,82.237 ,1.223 
1060,31.221+0.020(Left),59470.2 ,12.033 ,0.079 ,4.751 ,0.377 ,8.270 ,0.014 ,84.541 ,1.221 
1061,31.253+0.003(Left),56934.5 ,8.472 ,0.017 ,126.237 ,2.083 ,5.459 ,0.023 ,1125.394 ,25.321 
1061,31.253+0.003(Left),57114.7 ,8.618 ,0.016 ,110.346 ,1.791 ,5.752 ,0.019 ,859.755 ,16.335 
1061,31.253+0.003(Left),57294.2 ,8.498 ,0.017 ,123.195 ,2.043 ,5.539 ,0.023 ,1045.981 ,24.058 
1061,31.253+0.003(Left),57481.6 ,8.470 ,0.017 ,126.413 ,2.191 ,5.446 ,0.022 ,1139.262 ,24.969 
1061,31.253+0.003(Left),57653.1 ,8.640 ,0.017 ,108.166 ,1.803 ,5.712 ,0.019 ,891.436 ,17.086 
